,word1,word2,word3,count
4852,there,will,be,85
4853,in,personal,attacks,85
4854,will,not,be,85
4855,to,make,the,85
4856,it,comes,to,85
4857,and,that,s,85
4858,obscene,defamatory,or,85
4859,defamatory,or,inflammatory,85
4860,or,inflammatory,and,85
4861,inflammatory,and,do,85
4862,part,of,a,86
4863,would,have,been,86
4864,us,delete,comments,86
4865,will,be,a,86
4866,do,nt,want,86
4867,that,it,was,86
4868,are,obscene,defamatory,86
4869,in,las,vegas,86
4870,said,it,was,87
4871,follow,these,guidelines,87
4872,when,it,comes,87
4873,the,same,time,87
4874,that,it,is,87
4875,that,are,obscene,87
4876,of,the,new,88
4877,rest,of,the,88
4878,comments,that,do,88
4879,not,follow,these,88
4880,because,of,the,88
4881,in,the,city,89
4882,from,posting,comments,89
4883,work,together,to,89
4884,posting,comments,that,90
4885,do,not,follow,91
4886,if,you,have,91
4887,is,going,to,92
4888,can,not,be,92
4889,at,the,university,93
4890,delete,comments,that,93
4891,in,the,uk,93
4892,do,nt,think,94
4893,nt,want,to,94
4894,if,you,are,95
4895,to,you,n/a,95
4896,and,so,n/a,95
4897,because,i,n/a,95
4898,a,woman,n/a,95
4899,ll,be,n/a,95
4900,can,do,n/a,95
4901,get,to,n/a,95
4902,you,have,to,96
4903,in,the,last,96
4904,in,relation,to,96
4905,so,the,n/a,96
4906,the,following,n/a,96
4907,re,not,n/a,96
4908,next,year,n/a,96
4909,having,a,n/a,96
4910,delete,comments,n/a,96
4911,ready,to,n/a,96
4912,the,decision,n/a,96
4913,had,no,n/a,96
4914,to,raise,n/a,96
4915,this,month,n/a,96
4916,las,vegas,n/a,96
4917,that,do,not,97
4918,with,some,n/a,97
4919,was,no,n/a,97
4920,about,a,n/a,97
4921,it,all,n/a,97
4922,years,in,n/a,97
4923,to,all,n/a,97
4924,to,protect,n/a,97
4925,behind,the,n/a,97
4926,years,the,n/a,97
4927,they,want,n/a,97
4928,refrain,from,n/a,97
4929,managed,to,n/a,97
4930,for,our,n/a,97
4931,the,back,n/a,97
4932,to,live,n/a,97
4933,the,views,n/a,97
4934,to,show,n/a,97
4935,people,of,n/a,97
4936,the,incident,n/a,97
4937,will,continue,n/a,97
4938,of,the,company,98
4939,office,of,the,98
4940,at,the,same,98
4941,to,it,n/a,98
4942,sense,of,n/a,98
4943,lead,to,n/a,98
4944,decision,to,n/a,98
4945,a,different,n/a,98
4946,in,to,n/a,98
4947,a,total,n/a,98
4948,we,know,n/a,98
4949,to,us,n/a,98
4950,that,if,n/a,98
4951,nt,get,n/a,98
4952,in,relation,n/a,98
4953,relation,to,n/a,98
4954,they,could,n/a,99
4955,also,the,n/a,99
4956,at,home,n/a,99
4957,in,australia,n/a,99
4958,a,former,n/a,99
4959,in,recent,n/a,99
4960,as,i,n/a,99
4961,he,could,n/a,99
4962,government,to,n/a,99
4963,in,london,n/a,99
4964,think,that,n/a,100
4965,series,of,n/a,100
4966,a,time,n/a,100
4967,is,currently,n/a,100
4968,you,need,n/a,100
4969,to,continue,n/a,100
4970,required,to,n/a,100
4971,forward,to,n/a,100
4972,looking,at,n/a,100
4973,had,the,n/a,100
4974,and,if,n/a,100
4975,take,the,n/a,100
4976,with,its,n/a,100
4977,to,support,n/a,100
4978,it,will,be,101
4979,i,did,nt,101
4980,i,thought,n/a,101
4981,even,the,n/a,101
4982,s,no,n/a,101
4983,with,your,n/a,101
4984,any,of,n/a,101
4985,the,real,n/a,101
4986,to,share,n/a,101
4987,role,in,n/a,101
4988,the,ministry,n/a,101
4989,the,study,n/a,101
4990,dealing,with,n/a,101
4991,when,she,n/a,101
4992,people,and,n/a,101
4993,a,large,n/a,101
4994,what,he,n/a,101
4995,the,west,n/a,101
4996,said,that,the,102
4997,not,been,n/a,102
4998,the,very,n/a,102
4999,it,for,n/a,102
5000,has,become,n/a,102
5001,the,british,n/a,102
5002,work,together,n/a,102
5003,down,to,n/a,102
5004,a,way,n/a,102
5005,both,the,n/a,102
5006,how,much,n/a,102
5007,the,high,n/a,102
5008,only,a,n/a,102
5009,won,the,n/a,102
5010,day,of,n/a,102
5011,you,ca,nt,103
5012,to,change,n/a,103
5013,a,day,n/a,103
5014,they,ve,n/a,103
5015,s,most,n/a,103
5016,also,be,n/a,103
5017,do,the,n/a,103
5018,place,in,n/a,103
5019,should,have,n/a,103
5020,it,comes,n/a,103
5021,any,other,n/a,103
5022,the,centre,n/a,103
5023,board,of,n/a,103
5024,it,s,the,104
5025,they,do,nt,104
5026,i,m,not,104
5027,out,that,n/a,104
5028,you,ca,n/a,104
5029,hundreds,of,n/a,104
5030,list,of,n/a,104
5031,the,news,n/a,104
5032,the,south,n/a,104
5033,the,cost,n/a,104
5034,the,conversation,n/a,104
5035,the,bank,n/a,104
5036,time,and,n/a,104
5037,being,a,n/a,104
5038,will,take,n/a,104
5039,m,not,n/a,104
5040,just,as,n/a,104
5041,ensure,that,n/a,104
5042,around,the,world,105
5043,tried,to,n/a,105
5044,which,he,n/a,105
5045,the,idea,n/a,105
5046,for,us,n/a,105
5047,i,want,n/a,105
5048,me,to,n/a,105
5049,where,they,n/a,105
5050,chairman,of,n/a,105
5051,is,it,n/a,105
5052,the,north,n/a,105
5053,however,the,n/a,105
5054,a,more,n/a,105
5055,age,of,n/a,105
5056,have,nt,n/a,105
5057,half,of,n/a,105
5058,to,leave,n/a,105
5059,are,being,n/a,105
5060,result,of,n/a,106
5061,made,a,n/a,106
5062,form,of,n/a,106
5063,now,the,n/a,106
5064,use,the,n/a,106
5065,the,early,n/a,106
5066,say,that,n/a,106
5067,the,internet,n/a,106
5068,the,office,of,107
5069,s,work,n/a,107
5070,side,of,n/a,107
5071,in,other,n/a,107
5072,have,not,n/a,107
5073,parts,of,n/a,107
5074,which,the,n/a,107
5075,the,european,n/a,107
5076,as,much,n/a,107
5077,out,in,n/a,107
5078,the,ground,n/a,107
5079,seems,to,n/a,107
5080,to,put,n/a,107
5081,way,of,n/a,107
5082,went,to,n/a,107
5083,earlier,this,n/a,107
5084,when,a,n/a,107
5085,price,of,n/a,107
5086,his,first,n/a,107
5087,of,the,country,108
5088,a,couple,of,108
5089,its,own,n/a,108
5090,during,a,n/a,108
5091,failed,to,n/a,108
5092,sort,of,n/a,108
5093,throughout,the,n/a,108
5094,the,field,n/a,108
5095,but,in,n/a,108
5096,through,a,n/a,108
5097,the,man,n/a,108
5098,the,law,n/a,108
5099,and,with,n/a,108
5100,said,in,a,109
5101,set,to,n/a,109
5102,might,be,n/a,109
5103,time,of,n/a,109
5104,which,are,n/a,109
5105,you,may,n/a,109
5106,of,being,n/a,109
5107,much,of,n/a,109
5108,return,to,n/a,109
5109,most,of,the,110
5110,it,is,not,110
5111,year,and,n/a,110
5112,came,to,n/a,110
5113,but,not,n/a,110
5114,the,league,n/a,110
5115,for,your,n/a,110
5116,given,the,n/a,110
5117,for,me,n/a,110
5118,years,and,n/a,110
5119,them,in,n/a,110
5120,in,place,n/a,110
5121,of,any,n/a,110
5122,we,do,nt,111
5123,the,right,to,111
5124,city,s,n/a,111
5125,in,some,n/a,111
5126,to,buy,n/a,111
5127,i,could,n/a,111
5128,social,media,n/a,111
5129,it,had,n/a,111
5130,high,court,n/a,111
5131,added,that,n/a,111
5132,do,nt,know,112
5133,have,an,n/a,112
5134,were,not,n/a,112
5135,from,his,n/a,112
5136,state,of,n/a,112
5137,in,front,of,113
5138,of,which,n/a,113
5139,is,very,n/a,113
5140,you,want,n/a,113
5141,back,in,n/a,113
5142,the,media,n/a,113
5143,the,region,n/a,113
5144,have,no,n/a,113
5145,how,the,n/a,113
5146,to,stay,n/a,113
5147,and,one,n/a,113
5148,world,cup,n/a,113
5149,the,original,n/a,113
5150,following,the,n/a,113
5151,for,those,n/a,113
5152,to,keep,the,114
5153,it,as,n/a,114
5154,and,now,n/a,114
5155,up,for,n/a,114
5156,but,a,n/a,114
5157,close,to,n/a,114
5158,the,process,n/a,114
5159,led,to,n/a,114
5160,all,over,n/a,114
5161,time,the,n/a,114
5162,it,would,be,115
5163,is,expected,to,115
5164,the,road,n/a,115
5165,right,now,n/a,115
5166,there,will,n/a,115
5167,high,school,n/a,115
5168,with,this,n/a,115
5169,for,more,information,116
5170,are,still,n/a,116
5171,you,get,n/a,116
5172,so,many,n/a,116
5173,but,also,n/a,116
5174,this,time,n/a,116
5175,s,first,n/a,116
5176,no,one,n/a,116
5177,she,says,n/a,117
5178,what,i,n/a,117
5179,also,a,n/a,117
5180,deal,with,n/a,117
5181,take,a,n/a,117
5182,need,to,be,118
5183,do,nt,have,118
5184,nt,think,n/a,118
5185,she,had,n/a,118
5186,the,more,n/a,118
5187,found,that,n/a,118
5188,and,also,n/a,118
5189,to,know,n/a,118
5190,the,president,n/a,118
5191,in,2013,n/a,118
5192,and,it,s,119
5193,department,of,n/a,119
5194,s,been,n/a,119
5195,that,do,n/a,119
5196,together,to,n/a,119
5197,type,of,n/a,119
5198,comes,to,n/a,119
5199,make,it,n/a,119
5200,to,avoid,n/a,119
5201,you,ll,n/a,120
5202,and,all,n/a,120
5203,and,her,n/a,120
5204,compared,to,n/a,120
5205,for,that,n/a,120
5206,the,death,n/a,121
5207,to,start,n/a,121
5208,up,a,n/a,121
5209,level,of,n/a,121
5210,that,could,n/a,121
5211,in,front,n/a,121
5212,front,of,n/a,121
5213,so,it,n/a,121
5214,become,a,n/a,121
5215,the,issue,n/a,121
5216,is,on,n/a,121
5217,personal,attacks,n/a,121
5218,over,a,n/a,121
5219,for,its,n/a,121
5220,are,now,n/a,121
5221,to,him,n/a,121
5222,in,2014,n/a,121
5223,member,of,the,122
5224,at,the,end,122
5225,you,do,nt,122
5226,when,we,n/a,122
5227,it,the,n/a,122
5228,was,an,n/a,122
5229,a,single,n/a,122
5230,but,there,n/a,122
5231,to,her,n/a,122
5232,it,in,n/a,122
5233,for,her,n/a,122
5234,in,one,n/a,122
5235,it,could,n/a,122
5236,a,better,n/a,122
5237,is,being,n/a,122
5238,and,for,n/a,123
5239,to,become,n/a,123
5240,to,move,n/a,123
5241,he,will,n/a,123
5242,for,any,n/a,123
5243,do,you,n/a,123
5244,the,three,n/a,123
5245,is,going,n/a,123
5246,chief,executive,n/a,123
5247,he,also,n/a,124
5248,the,department,n/a,124
5249,would,nt,n/a,124
5250,said,she,n/a,124
5251,in,addition,to,125
5252,the,middle,n/a,125
5253,the,board,n/a,125
5254,plans,to,n/a,125
5255,or,a,n/a,125
5256,india,s,n/a,125
5257,at,the,time,126
5258,this,is,the,126
5259,five,years,n/a,126
5260,focus,on,n/a,126
5261,even,if,n/a,126
5262,time,in,n/a,127
5263,his,wife,n/a,127
5264,the,story,n/a,127
5265,and,have,n/a,127
5266,in,with,n/a,127
5267,office,of,n/a,127
5268,to,build,n/a,127
5269,we,need,to,128
5270,a,huge,n/a,128
5271,range,of,n/a,128
5272,the,international,n/a,128
5273,that,in,n/a,128
5274,city,of,n/a,128
5275,people,to,n/a,128
5276,percent,of,n/a,128
5277,group,of,n/a,128
5278,the,entire,n/a,128
5279,we,want,n/a,128
5280,to,your,n/a,128
5281,comments,that,are,129
5282,and,what,n/a,129
5283,know,that,n/a,129
5284,so,much,n/a,129
5285,so,we,n/a,129
5286,try,to,n/a,129
5287,the,season,n/a,129
5288,in,a,statement,130
5289,to,me,n/a,130
5290,his,own,n/a,130
5291,what,you,n/a,130
5292,she,s,n/a,130
5293,cost,of,n/a,130
5294,and,an,n/a,130
5295,has,also,n/a,130
5296,was,to,n/a,130
5297,if,i,n/a,130
5298,come,to,n/a,131
5299,in,any,n/a,131
5300,the,big,n/a,131
5301,president,of,n/a,131
5302,are,nt,n/a,131
5303,the,problem,n/a,131
5304,on,its,n/a,131
5305,and,are,n/a,131
5306,help,us,n/a,131
5307,the,office,n/a,131
5308,but,it,s,132
5309,which,will,n/a,132
5310,the,nation,n/a,132
5311,to,meet,n/a,132
5312,keep,the,n/a,132
5313,is,expected,n/a,132
5314,who,were,n/a,132
5315,of,new,n/a,133
5316,down,the,n/a,133
5317,it,can,n/a,133
5318,the,one,n/a,133
5319,in,that,n/a,133
5320,has,not,n/a,133
5321,the,local,n/a,133
5322,going,to,be,134
5323,we,ll,n/a,134
5324,looking,for,n/a,134
5325,no,longer,n/a,134
5326,at,this,n/a,134
5327,opportunity,to,n/a,134
5328,the,school,n/a,134
5329,thousands,of,n/a,134
5330,in,the,us,135
5331,the,rest,of,135
5332,addition,to,n/a,135
5333,up,and,n/a,135
5334,top,of,n/a,135
5335,for,example,n/a,135
5336,to,improve,n/a,135
5337,and,how,n/a,135
5338,the,party,n/a,135
5339,version,of,n/a,136
5340,the,business,n/a,136
5341,she,has,n/a,136
5342,it,and,n/a,136
5343,a,major,n/a,136
5344,including,the,n/a,136
5345,you,know,n/a,136
5346,as,we,n/a,136
5347,you,ve,n/a,136
5348,make,the,n/a,137
5349,if,he,n/a,137
5350,the,main,n/a,137
5351,in,all,n/a,137
5352,couple,of,n/a,137
5353,a,couple,n/a,137
5354,human,rights,n/a,137
5355,to,be,the,138
5356,in,terms,of,138
5357,about,it,n/a,138
5358,the,site,n/a,138
5359,on,twitter,n/a,138
5360,they,would,n/a,138
5361,it,does,n/a,138
5362,and,even,n/a,138
5363,on,thursday,n/a,138
5364,each,other,n/a,138
5365,in,your,n/a,139
5366,in,my,n/a,139
5367,rest,of,n/a,139
5368,nt,want,n/a,139
5369,set,up,n/a,139
5370,known,as,n/a,140
5371,to,create,n/a,140
5372,where,he,n/a,140
5373,she,is,n/a,140
5374,with,her,n/a,140
5375,that,can,n/a,140
5376,more,information,n/a,140
5377,there,s,a,141
5378,of,the,most,141
5379,it,is,a,141
5380,members,of,the,141
5381,not,just,n/a,141
5382,could,nt,n/a,141
5383,do,it,n/a,141
5384,in,terms,n/a,141
5385,head,of,n/a,141
5386,the,family,n/a,141
5387,i,d,n/a,141
5388,to,win,n/a,142
5389,and,do,not,143
5390,and,this,n/a,143
5391,needs,to,n/a,143
5392,ahead,of,n/a,143
5393,us,to,n/a,143
5394,could,not,n/a,143
5395,to,have,a,144
5396,at,all,n/a,144
5397,on,your,n/a,144
5398,i,know,n/a,144
5399,could,have,n/a,144
5400,that,this,n/a,144
5401,so,i,n/a,144
5402,the,indian,n/a,144
5403,as,a,result,145
5404,this,is,a,145
5405,the,event,n/a,145
5406,the,federal,n/a,145
5407,is,one,of,146
5408,in,the,first,146
5409,in,order,to,146
5410,the,third,n/a,146
5411,would,not,n/a,146
5412,decided,to,n/a,146
5413,the,country,s,147
5414,the,whole,n/a,147
5415,hard,to,n/a,147
5416,there,is,no,148
5417,in,the,past,148
5418,because,they,n/a,148
5419,in,her,n/a,148
5420,they,will,n/a,148
5421,amount,of,n/a,148
5422,because,the,n/a,148
5423,for,this,n/a,149
5424,enough,to,n/a,149
5425,of,your,n/a,149
5426,to,look,n/a,149
5427,because,it,n/a,149
5428,was,also,n/a,150
5429,wants,to,n/a,150
5430,who,had,n/a,150
5431,to,this,n/a,150
5432,lack,of,n/a,151
5433,the,house,n/a,151
5434,so,far,n/a,151
5435,people,in,n/a,151
5436,what,the,n/a,151
5437,to,bring,n/a,151
5438,if,we,n/a,151
5439,of,the,world,152
5440,a,man,n/a,152
5441,has,the,n/a,152
5442,that,would,n/a,152
5443,the,community,n/a,152
5444,the,biggest,n/a,152
5445,of,india,recommended,153
5446,we,had,n/a,153
5447,in,new,n/a,153
5448,you,will,n/a,153
5449,has,to,n/a,153
5450,a,result,n/a,153
5451,on,tuesday,n/a,153
5452,are,also,n/a,153
5453,and,not,n/a,153
5454,web,more,from,154
5455,the,number,of,154
5456,are,a,n/a,154
5457,is,still,n/a,154
5458,which,has,n/a,154
5459,the,web,more,155
5460,india,recommended,by,155
5461,out,to,n/a,155
5462,the,report,n/a,155
5463,to,its,n/a,155
5464,order,to,n/a,155
5465,india,recommended,n/a,155
5466,he,would,n/a,155
5467,around,the,web,156
5468,recommended,by,colombia,156
5469,nt,be,n/a,156
5470,be,in,n/a,156
5471,web,more,n/a,156
5472,that,have,n/a,156
5473,he,said,the,157
5474,from,the,times,157
5475,what,we,n/a,157
5476,prime,minister,n/a,157
5477,as,part,of,158
5478,more,from,the,158
5479,end,of,the,158
5480,of,the,press,158
5481,for,an,n/a,158
5482,by,colombia,n/a,158
5483,i,can,n/a,158
5484,what,they,n/a,159
5485,will,also,n/a,159
5486,to,play,n/a,159
5487,the,fact,that,160
5488,as,part,n/a,160
5489,people,are,n/a,160
5490,are,in,n/a,160
5491,make,a,n/a,160
5492,the,times,of,161
5493,the,film,n/a,161
5494,years,of,n/a,161
5495,to,pay,n/a,161
5496,may,not,n/a,161
5497,instead,of,n/a,161
5498,south,africa,n/a,161
5499,the,show,n/a,161
5500,for,all,n/a,161
5501,year,s,n/a,162
5502,of,us,n/a,162
5503,recommended,by,n/a,162
5504,not,have,n/a,162
5505,a,small,n/a,163
5506,get,the,n/a,163
5507,just,a,n/a,163
5508,with,their,n/a,163
5509,said,we,n/a,163
5510,less,than,n/a,163
5511,i,did,n/a,163
5512,and,there,n/a,164
5513,a,long,n/a,164
5514,that,she,n/a,164
5515,but,that,n/a,165
5516,on,our,n/a,165
5517,so,that,n/a,166
5518,the,former,n/a,166
5519,the,company,s,167
5520,nt,know,n/a,167
5521,the,world,s,168
5522,the,university,of,168
5523,him,to,n/a,168
5524,for,the,first,169
5525,like,to,n/a,169
5526,the,area,n/a,169
5527,they,had,n/a,169
5528,country,s,n/a,169
5529,member,of,n/a,170
5530,the,rest,n/a,170
5531,of,the,year,171
5532,per,cent,of,171
5533,i,had,n/a,171
5534,rather,than,n/a,171
5535,cent,of,n/a,171
5536,must,be,n/a,171
5537,it,was,a,172
5538,of,that,n/a,172
5539,than,a,n/a,172
5540,and,you,n/a,172
5541,of,what,n/a,172
5542,on,to,n/a,173
5543,two,years,n/a,173
5544,more,from,n/a,173
5545,such,a,n/a,174
5546,year,the,n/a,174
5547,and,more,n/a,174
5548,you,to,n/a,174
5549,on,sunday,n/a,174
5550,said,they,n/a,174
5551,in,the,world,176
5552,fact,that,n/a,176
5553,on,saturday,n/a,176
5554,says,the,n/a,177
5555,of,it,n/a,177
5556,the,market,n/a,177
5557,the,project,n/a,178
5558,go,to,n/a,178
5559,world,s,n/a,178
5560,but,they,n/a,178
5561,wo,nt,n/a,178
5562,the,latest,n/a,179
5563,director,of,n/a,180
5564,to,give,n/a,180
5565,on,their,n/a,180
5566,the,times,n/a,180
5567,a,statement,n/a,180
5568,ability,to,n/a,180
5569,in,the,country,181
5570,he,did,n/a,181
5571,there,is,a,182
5572,from,around,the,182
5573,we,ve,n/a,182
5574,the,police,n/a,182
5575,but,we,n/a,183
5576,get,a,n/a,183
5577,in,our,n/a,183
5578,among,the,n/a,183
5579,in,order,n/a,183
5580,use,of,n/a,183
5581,to,use,n/a,184
5582,we,need,n/a,185
5583,which,was,n/a,186
5584,of,my,n/a,186
5585,the,final,n/a,186
5586,the,web,n/a,186
5587,right,to,n/a,186
5588,the,number,n/a,186
5589,many,of,n/a,187
5590,in,fact,n/a,188
5591,he,added,n/a,188
5592,within,the,n/a,188
5593,if,it,n/a,188
5594,the,united,states,189
5595,and,has,n/a,189
5596,the,current,n/a,189
5597,this,week,n/a,190
5598,we,were,n/a,190
5599,i,would,n/a,190
5600,and,was,n/a,190
5601,in,india,n/a,190
5602,involved,in,n/a,190
5603,access,to,n/a,190
5604,the,group,n/a,190
5605,responsible,for,n/a,191
5606,you,do,n/a,191
5607,terms,of,n/a,192
5608,is,now,n/a,192
5609,from,around,n/a,192
5610,the,first,time,193
5611,times,of,india,193
5612,what,s,n/a,193
5613,last,week,n/a,193
5614,or,the,n/a,193
5615,up,with,n/a,193
5616,a,number,of,194
5617,he,says,n/a,194
5618,away,from,n/a,194
5619,out,the,n/a,194
5620,but,he,n/a,194
5621,this,was,n/a,196
5622,likely,to,n/a,196
5623,the,future,n/a,196
5624,in,addition,n/a,196
5625,where,the,n/a,196
5626,see,the,n/a,196
5627,out,of,the,197
5628,like,the,n/a,197
5629,said,i,n/a,197
5630,and,will,n/a,197
5631,to,an,n/a,198
5632,they,do,n/a,199
5633,what,is,n/a,199
5634,since,the,n/a,200
5635,company,s,n/a,200
5636,not,the,n/a,200
5637,that,has,n/a,200
5638,is,one,n/a,201
5639,a,big,n/a,201
5640,up,in,n/a,201
5641,and,do,n/a,201
5642,how,to,n/a,201
5643,it,to,n/a,202
5644,may,have,n/a,202
5645,wanted,to,n/a,202
5646,as,he,n/a,202
5647,told,the,n/a,203
5648,the,fact,n/a,203
5649,let,s,n/a,203
5650,new,zealand,n/a,203
5651,of,those,n/a,204
5652,to,his,n/a,205
5653,times,of,n/a,205
5654,the,day,n/a,205
5655,between,the,n/a,206
5656,to,our,n/a,206
5657,been,a,n/a,207
5658,the,press,n/a,207
5659,first,time,n/a,207
5660,along,with,n/a,208
5661,of,course,n/a,208
5662,on,his,n/a,208
5663,a,number,n/a,209
5664,off,the,n/a,209
5665,on,wednesday,n/a,209
5666,on,monday,n/a,209
5667,look,at,n/a,210
5668,the,public,n/a,210
5669,to,ensure,n/a,210
5670,with,an,n/a,211
5671,than,the,n/a,211
5672,to,be,a,212
5673,be,able,to,212
5674,a,year,n/a,212
5675,who,has,n/a,212
5676,the,case,n/a,212
5677,to,provide,n/a,213
5678,a,bit,n/a,213
5679,united,states,n/a,213
5680,there,were,n/a,214
5681,in,which,n/a,214
5682,that,will,n/a,214
5683,not,only,n/a,214
5684,that,there,n/a,214
5685,it,s,not,215
5686,of,people,n/a,215
5687,on,friday,n/a,215
5688,them,to,n/a,216
5689,be,able,n/a,216
5690,will,have,n/a,216
5691,was,in,n/a,217
5692,to,say,n/a,218
5693,a,great,n/a,219
5694,and,its,n/a,219
5695,time,to,n/a,219
5696,is,no,n/a,220
5697,to,come,n/a,221
5698,if,they,n/a,221
5699,while,the,n/a,222
5700,they,can,n/a,222
5701,was,nt,n/a,223
5702,to,their,n/a,224
5703,a,very,n/a,225
5704,to,work,n/a,225
5705,on,this,n/a,225
5706,the,team,n/a,226
5707,continue,to,n/a,227
5708,when,it,n/a,227
5709,people,who,n/a,228
5710,is,in,n/a,229
5711,to,find,n/a,230
5712,that,a,n/a,230
5713,we,do,n/a,230
5714,who,have,n/a,231
5715,for,more,n/a,233
5716,the,court,n/a,234
5717,will,not,n/a,234
5718,with,his,n/a,235
5719,members,of,n/a,235
5720,in,its,n/a,236
5721,like,a,n/a,236
5722,up,the,n/a,236
5723,the,game,n/a,237
5724,when,they,n/a,238
5725,used,to,n/a,238
5726,not,a,n/a,238
5727,according,to,the,239
5728,university,of,n/a,239
5729,as,it,n/a,240
5730,of,an,n/a,240
5731,of,her,n/a,240
5732,and,he,n/a,242
5733,comments,that,n/a,242
5734,we,will,n/a,242
5735,the,uk,n/a,243
5736,expected,to,n/a,244
5737,for,his,n/a,245
5738,not,to,n/a,246
5739,when,i,n/a,247
5740,nt,have,n/a,248
5741,when,you,n/a,248
5742,of,these,n/a,248
5743,way,to,n/a,249
5744,years,ago,n/a,249
5745,is,nt,n/a,252
5746,said,in,n/a,252
5747,and,their,n/a,252
5748,who,was,n/a,253
5749,as,an,n/a,254
5750,across,the,n/a,254
5751,most,of,n/a,256
5752,as,they,n/a,256
5753,of,all,n/a,258
5754,but,i,n/a,260
5755,who,is,n/a,261
5756,for,their,n/a,261
5757,have,the,n/a,261
5758,the,university,n/a,262
5759,was,not,n/a,263
5760,that,was,n/a,264
5761,the,only,n/a,264
5762,after,a,n/a,264
5763,all,of,n/a,266
5764,those,who,n/a,267
5765,that,you,n/a,268
5766,because,of,n/a,268
5767,trying,to,n/a,269
5768,the,united,n/a,270
5769,a,little,n/a,271
5770,and,in,n/a,272
5771,the,end,of,273
5772,i,ve,n/a,273
5773,the,people,n/a,274
5774,i,do,nt,275
5775,against,the,n/a,275
5776,had,to,n/a,277
5777,are,the,n/a,278
5778,their,own,n/a,279
5779,the,two,n/a,280
5780,we,can,n/a,281
5781,who,are,n/a,282
5782,if,the,n/a,283
5783,some,of,the,284
5784,new,york,n/a,284
5785,may,be,n/a,284
5786,the,top,n/a,285
5787,kind,of,n/a,286
5788,s,the,n/a,286
5789,a,good,n/a,288
5790,they,re,n/a,289
5791,that,i,n/a,289
5792,of,them,n/a,291
5793,the,year,n/a,292
5794,of,india,n/a,292
5795,and,they,n/a,293
5796,and,then,n/a,294
5797,can,not,n/a,294
5798,part,of,the,295
5799,into,a,n/a,296
5800,back,to,n/a,300
5801,to,keep,n/a,300
5802,is,an,n/a,301
5803,before,the,n/a,301
5804,to,help,n/a,302
5805,she,was,n/a,303
5806,and,to,n/a,304
5807,the,second,n/a,309
5808,to,go,n/a,310
5809,the,time,n/a,313
5810,the,national,n/a,313
5811,it,would,n/a,316
5812,the,past,n/a,320
5813,based,on,n/a,321
5814,said,it,n/a,324
5815,end,of,n/a,325
5816,would,have,n/a,326
5817,and,his,n/a,328
5818,when,he,n/a,328
5819,he,had,n/a,329
5820,did,not,n/a,330
5821,the,way,n/a,331
5822,due,to,n/a,332
5823,be,the,n/a,332
5824,is,to,n/a,332
5825,had,a,n/a,333
5826,under,the,n/a,335
5827,he,has,n/a,337
5828,does,not,n/a,338
5829,the,right,n/a,339
5830,through,the,n/a,340
5831,could,be,n/a,342
5832,it,will,n/a,343
5833,s,not,n/a,345
5834,it,s,a,346
5835,i,do,n/a,351
5836,the,other,n/a,354
5837,you,re,n/a,354
5838,and,is,n/a,355
5839,the,end,n/a,356
5840,are,not,n/a,357
5841,there,was,n/a,361
5842,at,least,n/a,361
5843,is,that,n/a,361
5844,should,be,n/a,361
5845,i,am,n/a,363
5846,and,we,n/a,364
5847,in,an,n/a,364
5848,does,nt,n/a,367
5849,and,other,n/a,367
5850,is,also,n/a,367
5851,it,has,n/a,369
5852,in,their,n/a,370
5853,ca,nt,n/a,371
5854,by,a,n/a,372
5855,you,are,n/a,372
5856,i,think,n/a,377
5857,that,we,n/a,379
5858,the,state,n/a,381
5859,when,the,n/a,385
5860,that,are,n/a,385
5861,i,have,n/a,387
5862,of,its,n/a,388
5863,she,said,n/a,388
5864,said,he,n/a,389
5865,they,have,n/a,389
5866,has,a,n/a,391
5867,you,have,n/a,392
5868,not,be,n/a,400
5869,of,our,n/a,404
5870,he,is,n/a,408
5871,we,re,n/a,413
5872,from,a,n/a,416
5873,in,his,n/a,418
5874,the,us,n/a,422
5875,he,s,n/a,422
5876,a,lot,of,425
5877,the,best,n/a,426
5878,of,this,n/a,428
5879,to,take,n/a,429
5880,to,see,n/a,429
5881,but,it,n/a,433
5882,in,this,n/a,434
5883,a,few,n/a,434
5884,lot,of,n/a,443
5885,last,year,n/a,444
5886,as,well,as,446
5887,of,their,n/a,451
5888,well,as,n/a,455
5889,the,city,n/a,456
5890,and,that,n/a,456
5891,the,last,n/a,456
5892,they,were,n/a,461
5893,said,that,n/a,462
5894,around,the,n/a,466
5895,after,the,n/a,470
5896,had,been,n/a,476
5897,that,they,n/a,481
5898,which,is,n/a,482
5899,this,year,n/a,484
5900,some,of,n/a,486
5901,number,of,n/a,487
5902,was,the,n/a,488
5903,and,it,n/a,488
5904,the,next,n/a,492
5905,able,to,n/a,496
5906,that,is,n/a,497
5907,during,the,n/a,498
5908,i,was,n/a,503
5909,at,a,n/a,507
5910,that,he,n/a,510
5911,up,to,n/a,513
5912,did,nt,n/a,524
5913,there,s,n/a,524
5914,that,it,n/a,526
5915,can,be,n/a,527
5916,the,government,n/a,528
5917,but,the,n/a,532
5918,and,i,n/a,536
5919,per,cent,n/a,536
5920,such,as,n/a,540
5921,need,to,n/a,551
5922,all,the,n/a,555
5923,do,not,n/a,567
5924,going,to,n/a,569
5925,a,new,n/a,574
5926,we,have,n/a,577
5927,be,a,n/a,582
